Selected filters;Start date: 2003;End date: 2026 Q1;;;;;;;;;;;;
Country name;Region;Year joined GPE;Partner countries affected by fragility and conflict;Income classification;Grant type;Grant amount;Actual approval date;Grant agent;Start date;Closing date;Grant status;Cumulative grant utilization;Disbursement from TF;GPE Grant ID
Lao People's Democratic Republic;East Asia & Pacific;2009;No;Lower middle income;ESPIG;US$16.574.228 ;12/16/2014;WB;06/04/2015;12/31/2021;Closed;US$16.574.228 ;US$16.574.228 ;PIG-LA-054
Lao People's Democratic Republic;East Asia & Pacific;2009;No;Lower middle income;ESPDG;US$239.520 ;12/19/2014;UNICEF;12/19/2014;11/30/2015;Closed;US$239.520 ;US$239.520 ;EPD-LA-033
Lao People's Democratic Republic;East Asia & Pacific;2009;No;Lower middle income;MLT-ESPIG;US$17.500.000 ;01/29/2021;WB;08/27/2021;05/31/2027;Active;US$13.230.806 ;US$14.100.000 ;GPE0000378
Lao People's Democratic Republic;East Asia & Pacific;2009;No;Lower middle income;PDG;US$200.000 ;02/25/2020;WB;02/26/2020;05/31/2021;Closed;US$123.414 ;US$123.414 ;GPE0000481
Lao People's Democratic Republic;East Asia & Pacific;2009;No;Lower middle income;ESPIG (COVID-19 AF);US$7.000.000 ;06/19/2020;UNICEF;06/19/2020;09/30/2022;Closed;US$6.961.074 ;US$7.000.000 ;GPE0000531
Lao People's Democratic Republic;East Asia & Pacific;2009;No;Lower middle income;STG;US$10.000.000 ;04/21/2025;Save the Children Australia;07/01/2025;12/31/2028;Active;US$931.009 ;US$0 ;GPE0000866
Lao People's Democratic Republic;East Asia & Pacific;2009;No;Lower middle income;PDG;US$219.958 ;10/18/2024;Save the Children Australia;10/18/2024;06/30/2025;Closed;US$0 ;US$0 ;GPE0016515
Lao People's Democratic Republic;East Asia & Pacific;2009;No;Lower middle income;SCG;US$1.299.942 ;06/27/2025;UNICEF;06/30/2025;06/30/2029;Active;US$0 ;US$0 ;GPE0016592
Marshall Islands;East Asia & Pacific;2020;Yes;Upper middle income;ESPDG;US$138.441 ;03/23/2016;ADB;04/01/2016;09/30/2017;Closed;US$138.441 ;US$138.441 ;EPD-MH-049
Marshall Islands;East Asia & Pacific;2020;Yes;Upper middle income;ESPDG;US$225.237 ;05/08/2018;ADB;05/08/2018;01/31/2020;Closed;US$225.237 ;US$225.237 ;GPE0000325
Marshall Islands;East Asia & Pacific;2020;Yes;Upper middle income;ESPIG (COVID-19 AF);US$750.000 ;10/21/2020;UNICEF;11/01/2020;12/31/2022;Closed;US$749.973 ;US$750.000 ;GPE0000598
Marshall Islands;East Asia & Pacific;2020;Yes;Upper middle income;STG;US$2.500.000 ;05/08/2025;UNICEF;08/01/2025;08/01/2029;Active;US$17.263 ;US$0 ;GPE0000829
Marshall Islands;East Asia & Pacific;2020;Yes;Upper middle income;SCG;US$999.960 ;06/27/2023;UNICEF;07/07/2023;07/31/2026;Active;US$645.681 ;US$0 ;GPE0000934
Marshall Islands;East Asia & Pacific;2020;Yes;Upper middle income;PDG;US$199.289 ;09/05/2024;UNICEF;09/05/2024;09/01/2025;Closed;US$0 ;US$0 ;GPE0016503
Micronesia, Federated States of;East Asia & Pacific;2020;Yes;Lower middle income;ESPDG;US$180.965 ;10/27/2015;ADB;02/01/2016;08/01/2017;Closed;US$180.965 ;US$180.965 ;EPD-FM-043
Micronesia, Federated States of;East Asia & Pacific;2020;Yes;Lower middle income;ESPDG;US$235.695 ;04/26/2018;ADB;04/27/2018;01/31/2020;Closed;US$235.695 ;US$235.695 ;GPE0000324
Micronesia, Federated States of;East Asia & Pacific;2020;Yes;Lower middle income;PDG;US$297.213 ;01/22/2020;UNICEF;01/23/2020;08/31/2021;Closed;US$297.213 ;US$297.213 ;GPE0000474
Micronesia, Federated States of;East Asia & Pacific;2020;Yes;Lower middle income;ESPIG;US$2.500.000 ;02/09/2021;UNICEF;11/01/2021;10/31/2025;Closed;US$1.923.822 ;US$2.500.000 ;GPE0000479
Micronesia, Federated States of;East Asia & Pacific;2020;Yes;Lower middle income;ESPIG (COVID-19 AF);US$750.000 ;10/21/2020;UNICEF;11/01/2020;12/31/2022;Closed;US$732.056 ;US$750.000 ;GPE0000596
Micronesia, Federated States of;East Asia & Pacific;2020;Yes;Lower middle income;STG;US$2.499.860 ;11/25/2024;UNICEF;04/07/2025;10/31/2028;Active;US$189.080 ;US$0 ;GPE0000830
Micronesia, Federated States of;East Asia & Pacific;2020;Yes;Lower middle income;SCG;US$999.184 ;10/05/2023;UNICEF;11/01/2023;12/31/2026;Active;US$258.357 ;US$0 ;GPE0000965
Micronesia, Federated States of;East Asia & Pacific;2020;Yes;Lower middle income;PDG;US$199.997 ;07/12/2024;UNICEF;07/18/2024;07/18/2025;Closed;US$0 ;US$0 ;GPE0016469
Mongolia;East Asia & Pacific;2006;No;Low income;ESPIG;US$29.400.000 ;12/31/2006;WB;03/16/2007;12/31/2013;Closed;US$29.400.000 ;US$29.400.000 ;CAT000161
Mongolia;East Asia & Pacific;2006;No;Lower middle income;ESPIG;US$9.878.779 ;12/15/2011;WB;03/06/2012;06/30/2015;Closed;US$9.878.779 ;US$9.878.779 ;CAT000160
Mongolia;East Asia & Pacific;2006;No;Lower middle income;ESPDG;US$472.095 ;05/30/2019;WB;05/31/2019;10/30/2020;Closed;US$472.095 ;US$472.095 ;GPE0000443
Mongolia;East Asia & Pacific;2006;No;Lower middle income;MLT;US$5.000.000 ;05/10/2022;Save the Children Australia;08/23/2022;12/31/2025;Closed;US$5.000.000 ;US$2.000.000 ;GPE0000647
Mongolia;East Asia & Pacific;2006;No;Lower middle income;PDG;US$187.796 ;10/11/2021;Save the Children Australia;10/14/2021;03/31/2022;Closed;US$187.796 ;US$187.796 ;GPE0000656
Mongolia;East Asia & Pacific;2006;No;Lower middle income;SCG;US$249.726 ;08/11/2023;WB;08/11/2023;06/30/2024;Closed;US$249.726 ;US$249.726 ;GPE0000951
Mongolia;East Asia & Pacific;2006;No;Lower middle income;SCG;US$1.050.000 ;12/23/2024;WB;12/23/2024;04/30/2026;Active;US$383.672 ;US$1.050.000 ;GPE0016549
Myanmar;East Asia & Pacific;2018;Yes;Lower middle income;PDG;US$199.984 ;12/21/2017;WB;12/21/2017;03/31/2019;Closed;US$199.984 ;US$199.984 ;GPE0000315
Myanmar;East Asia & Pacific;2018;Yes;Lower middle income;ESPIG;US$739.760 ;11/19/2018;WB;07/29/2020;09/30/2023;Closed;US$432.630 ;US$432.630 ;GPE0000335
Myanmar;East Asia & Pacific;2018;Yes;Lower middle income;ESPIG (COVID-19 AF);US$11.000.000 ;06/24/2020;UNICEF;06/24/2020;12/31/2022;Closed;US$11.000.000 ;US$11.000.000 ;GPE0000548
Myanmar;East Asia & Pacific;2018;Yes;Lower middle income;ESPDG;US$699.062 ;07/21/2020;UNESCO;07/21/2020;06/30/2025;Closed;US$457.411 ;US$457.411 ;GPE0000568
Myanmar;East Asia & Pacific;2018;Yes;Lower middle income;ESPIG (AF);US$14.023.783 ;01/31/2022;Save the Children UK,UNICEF;03/01/2022;08/31/2023;Closed;US$13.347.566 ;US$14.021.131 ;GPE0000658
Myanmar;East Asia & Pacific;2018;Yes;Lower middle income;PDG;US$70.829 ;12/07/2022;Save the Children UK;12/19/2022;04/30/2023;Closed;US$70.829 ;US$70.829 ;GPE0000802
Myanmar;East Asia & Pacific;2018;Yes;Lower middle income;STG;US$18.110.000 ;10/30/2025;Save the Children UK,UNESCO,UNICEF,WB,WFP;12/01/2025;10/31/2027;Active;US$390.804 ;US$0 ;GPE0000854
Myanmar;East Asia & Pacific;2018;Yes;Lower middle income;ESPIG;US$50.000.000 ;05/30/2023;Save the Children UK,UNESCO,UNICEF;06/01/2023;05/31/2026;Active;US$35.489.332 ;US$0 ;GPE0000912
Myanmar;East Asia & Pacific;2018;Yes;Lower middle income;MLT;US$6.728.333 ;04/22/2025;Save the Children UK;06/01/2025;05/31/2027;Active;US$1.855.536 ;US$0 ;GPE0016391
Myanmar;East Asia & Pacific;2018;Yes;Lower middle income;PDG;US$190.955 ;10/23/2024;Save the Children UK;10/23/2024;05/31/2025;Closed;-US$9.000 ;-US$9.045 ;GPE0016520
Myanmar;East Asia & Pacific;2018;Yes;Lower middle income;SCG;US$4.000.000 ;03/25/2025;UNESCO;04/01/2025;03/31/2029;Active;US$15.953 ;US$0 ;GPE0016574
Myanmar;East Asia & Pacific;2018;Yes;Lower middle income;PDG;US$151.571 ;05/06/2025;Save the Children UK;05/06/2025;09/30/2025;Closed;US$0 ;US$0 ;GPE0016588
Pacific Islands;East Asia & Pacific;;No;Aggregates;SCG;US$994.072 ;04/25/2024;ADB;05/01/2024;02/28/2027;Active;US$0 ;US$0 ;GPE0016442
Pacific Islands;East Asia & Pacific;;Yes;Aggregates;ESPDG;US$195.102 ;03/03/2017;ADB;03/06/2017;08/31/2018;Closed;US$195.102 ;US$195.102 ;EPD-4P-044
Pacific Islands;East Asia & Pacific;;Yes;Aggregates;PDG;US$389.875 ;12/18/2019;ADB;01/07/2020;06/30/2021;Closed;US$389.875 ;US$389.875 ;GPE0000470
Pacific Islands;East Asia & Pacific;;Yes;Aggregates;ESPIG;US$14.997.510 ;01/29/2021;ADB;09/15/2021;06/30/2026;Active;US$5.374.309 ;US$6.535.908 ;GPE0000477
Papua New Guinea;East Asia & Pacific;2010;No;Lower middle income;ESPIG;US$19.200.000 ;11/10/2010;WB;03/03/2011;12/31/2015;Closed;US$19.200.000 ;US$19.200.000 ;CAT000168
Papua New Guinea;East Asia & Pacific;2010;Yes;Lower middle income;MLT-ESPIG;US$3.000.000 ;03/21/2019;Save the Children UK;08/01/2019;06/30/2022;Closed;US$2.956.303 ;US$3.000.000 ;GPE0000338
Papua New Guinea;East Asia & Pacific;2010;Yes;Lower middle income;PDG;US$127.770 ;07/12/2018;Save the Children UK;07/13/2018;11/21/2018;Closed;US$127.770 ;US$127.770 ;GPE0000385
Papua New Guinea;East Asia & Pacific;2010;Yes;Lower middle income;ESPIG (COVID-19 AF);US$9.440.000 ;05/28/2020;UNICEF;05/28/2020;08/31/2022;Closed;US$9.440.000 ;US$9.440.000 ;GPE0000516
Papua New Guinea;East Asia & Pacific;2010;Yes;Lower middle income;STG;US$11.180.000 ;11/24/2025;UNICEF;01/01/2026;12/31/2029;Active;US$0 ;US$0 ;GPE0000851
Papua New Guinea;East Asia & Pacific;2010;Yes;Lower middle income;SCG;US$700.000 ;08/15/2022;UNICEF;09/01/2022;06/30/2028;Active;US$559.707 ;US$0 ;GPE0000894
Papua New Guinea;East Asia & Pacific;2010;Yes;Lower middle income;MLT-ESPIG;US$8.020.000 ;06/20/2022;Save the Children Australia;07/01/2022;12/31/2024;Closed;US$8.020.000 ;US$0 ;GPE0000898
Papua New Guinea;East Asia & Pacific;2010;Yes;Lower middle income;PDG;US$186.916 ;02/17/2025;UNICEF;02/17/2025;09/30/2025;Closed;US$0 ;US$0 ;GPE0016560
Philippines;East Asia & Pacific;2022;Yes;Lower middle income;ESPDG;US$410.513 ;07/21/2020;UNICEF;08/01/2020;09/30/2021;Closed;US$410.513 ;US$410.513 ;GPE0000569
Philippines;East Asia & Pacific;2022;Yes;Lower middle income;SCG;US$4.700.000 ;12/20/2024;UNICEF,WB;01/01/2025;12/31/2028;Active;US$41.309 ;US$2.350.000 ;GPE0016572
Samoa;East Asia & Pacific;2020;No;Lower middle income;STG;US$2.500.000 ;05/16/2025;UNESCO;07/01/2025;06/30/2029;Active;US$0 ;US$0 ;GPE0000833
Samoa;East Asia & Pacific;2020;No;Lower middle income;SCG;US$999.999 ;09/26/2023;UNICEF;10/02/2023;12/17/2027;Active;US$433.401 ;US$0 ;GPE0000966
Samoa;East Asia & Pacific;2020;No;Lower middle income;PDG;US$200.000 ;01/21/2025;UNESCO;01/21/2025;01/31/2026;Closed;US$0 ;US$0 ;GPE0016551
Samoa;East Asia & Pacific;2020;No;Upper middle income;ESPIG (COVID-19 AF);US$750.000 ;10/30/2020;UNICEF;11/01/2020;10/31/2022;Closed;US$732.000 ;US$750.000 ;GPE0000605
Solomon Islands;East Asia & Pacific;2020;Yes;Lower middle income;ESPDG;US$326.069 ;08/12/2020;UNICEF;08/31/2020;02/28/2022;Closed;US$326.069 ;US$326.069 ;GPE0000576
Solomon Islands;East Asia & Pacific;2020;Yes;Lower middle income;ESPIG (COVID-19 AF);US$750.000 ;10/21/2020;UNICEF;11/01/2020;12/31/2022;Closed;US$749.496 ;US$750.000 ;GPE0000597
Solomon Islands;East Asia & Pacific;2020;Yes;Lower middle income;STG;US$5.000.000 ;09/10/2024;UNICEF;11/01/2024;12/31/2029;Active;US$452.571 ;US$0 ;GPE0000835
Solomon Islands;East Asia & Pacific;2020;Yes;Lower middle income;SCG;US$1.478.483 ;02/15/2024;UNICEF;02/15/2024;12/31/2027;Active;US$367.118 ;US$0 ;GPE0016415
Solomon Islands;East Asia & Pacific;2020;Yes;Lower middle income;PDG;US$200.000 ;04/03/2024;UNICEF;04/03/2024;08/31/2024;Closed;US$0 ;US$0 ;GPE0016429
Timor-Leste;East Asia & Pacific;2005;No;Lower middle income;ESPDG;US$250.000 ;04/02/2019;WB;04/05/2019;03/31/2020;Closed;US$248.216 ;US$248.216 ;GPE0000421
Timor-Leste;East Asia & Pacific;2005;Yes;Low income;ESPIG;US$8.188.095 ;12/02/2005;WB;06/12/2006;06/30/2009;Closed;US$8.188.095 ;US$8.188.095 ;CAT000179
Timor-Leste;East Asia & Pacific;2005;Yes;Low income;ESPIG;US$4.861.428 ;12/13/2008;WB;02/12/2009;09/30/2010;Closed;US$4.861.428 ;US$4.861.428 ;CAT000180
Timor-Leste;East Asia & Pacific;2005;Yes;Lower middle income;ESPIG;US$2.537.205 ;12/15/2011;WB;06/25/2012;07/31/2015;Closed;US$2.537.205 ;US$2.537.205 ;CAT000178
Timor-Leste;East Asia & Pacific;2005;Yes;Lower middle income;MLT-ESPIG;US$4.100.000 ;04/02/2020;WB;08/11/2020;06/30/2025;Closed;US$4.099.276 ;US$4.099.276 ;GPE0000358
Timor-Leste;East Asia & Pacific;2005;Yes;Lower middle income;ESPDG;US$250.000 ;12/22/2016;WB;12/22/2016;03/31/2018;Closed;US$249.533 ;US$249.533 ;GPE0000429
Timor-Leste;East Asia & Pacific;2005;Yes;Lower middle income;PDG;US$200.000 ;09/25/2019;WB;10/01/2019;06/30/2020;Closed;US$196.802 ;US$196.802 ;GPE0000457
Timor-Leste;East Asia & Pacific;2005;Yes;Lower middle income;ESPIG (COVID-19 AF);US$3.500.000 ;06/03/2020;UNICEF;06/30/2020;10/31/2022;Closed;US$3.479.071 ;US$3.500.000 ;GPE0000518
Timor-Leste;East Asia & Pacific;2005;Yes;Lower middle income;STG;US$4.999.990 ;04/01/2025;UNICEF;06/01/2025;06/30/2028;Active;US$269.897 ;US$0 ;GPE0000879
Timor-Leste;East Asia & Pacific;2005;Yes;Lower middle income;SCG;US$1.500.000 ;11/22/2023;UNICEF;11/30/2023;11/30/2027;Active;US$589.341 ;US$0 ;GPE0016342
Timor-Leste;East Asia & Pacific;2005;Yes;Lower middle income;PDG;US$191.869 ;07/31/2024;UNICEF;08/01/2024;06/30/2025;Closed;US$0 ;US$0 ;GPE0016474
Tonga;East Asia & Pacific;2020;No;Upper middle income;ESPIG (COVID-19 AF);US$749.982 ;10/27/2020;Save the Children Australia;11/01/2020;12/31/2021;Closed;US$749.982 ;US$749.982 ;GPE0000609
Tonga;East Asia & Pacific;2020;No;Upper middle income;SCG;US$740.000 ;01/12/2022;Save the Children Australia;01/14/2022;12/31/2026;Active;US$620.463 ;US$0 ;GPE0000657
Tonga;East Asia & Pacific;2020;No;Upper middle income;MLT;US$5.000.000 ;06/26/2024;WB;12/18/2024;09/30/2028;Active;US$0 ;US$0 ;GPE0014972
Tonga;East Asia & Pacific;2020;No;Upper middle income;STG (AF);US$300.000 ;10/26/2022;Save the Children Australia;11/01/2022;12/31/2023;Closed;US$290.211 ;US$300.000 ;GPE0000784
Tonga;East Asia & Pacific;2020;No;Upper middle income;STG;US$2.200.000 ;12/12/2024;Save the Children Australia;01/01/2025;12/31/2028;Active;US$220.292 ;US$0 ;GPE0000836
Tonga;East Asia & Pacific;2020;No;Upper middle income;PDG;US$199.252 ;09/01/2023;WB;09/01/2023;06/30/2024;Closed;US$0 ;US$0 ;GPE0000958
Tonga;East Asia & Pacific;2020;No;Upper middle income;PDG;US$200.000 ;05/16/2024;Save the Children Australia;05/20/2024;12/31/2024;Closed;US$0 ;US$0 ;GPE0016449
Tonga;East Asia & Pacific;2020;No;Upper middle income;SCG;US$260.000 ;06/04/2024;Save the Children Australia;06/05/2024;12/31/2026;Active;US$123.150 ;US$0 ;GPE0016458
Tuvalu;East Asia & Pacific;2020;Yes;Upper middle income;ESPIG (COVID-19 AF);US$750.000 ;10/27/2020;UNICEF;11/01/2020;12/31/2022;Closed;US$747.537 ;US$750.000 ;GPE0000601
Tuvalu;East Asia & Pacific;2020;Yes;Upper middle income;STG;US$2.500.000 ;05/21/2025;UNICEF;07/01/2025;06/30/2029;Active;US$0 ;US$0 ;GPE0000837
Tuvalu;East Asia & Pacific;2020;Yes;Upper middle income;SCG;US$996.974 ;04/05/2023;UNICEF;04/06/2023;03/31/2027;Active;US$383.702 ;US$0 ;GPE0000900
Tuvalu;East Asia & Pacific;2020;Yes;Upper middle income;PDG;US$197.082 ;10/03/2024;UNICEF;10/03/2024;06/30/2025;Closed;US$0 ;US$0 ;GPE0016512
Vanuatu;East Asia & Pacific;2020;No;Lower middle income;ESPDG;US$455.690 ;11/14/2017;UNICEF;11/14/2017;12/31/2019;Closed;US$455.690 ;US$455.690 ;GPE0000303
Vanuatu;East Asia & Pacific;2020;No;Lower middle income;PDG;US$174.816 ;03/16/2020;Save the Children UK;03/17/2020;11/30/2020;Closed;US$174.816 ;US$174.816 ;GPE0000492
Vanuatu;East Asia & Pacific;2020;No;Lower middle income;ESPIG (COVID-19 AF);US$750.000 ;06/24/2020;Save the Children UK;07/01/2020;12/31/2021;Closed;US$695.903 ;US$750.000 ;GPE0000547
Vanuatu;East Asia & Pacific;2020;No;Lower middle income;ESPIG (AF);US$499.796 ;06/24/2020;Save the Children UK;07/01/2020;03/31/2022;Closed;US$481.962 ;US$499.796 ;GPE0000553
Vanuatu;East Asia & Pacific;2020;No;Lower middle income;MLT-ESPIG;US$3.000.204 ;12/08/2020;Save the Children Australia;04/01/2021;06/30/2024;Closed;US$3.000.204 ;US$1.899.749 ;GPE0000610
Vanuatu;East Asia & Pacific;2020;No;Lower middle income;STG;US$2.500.000 ;11/25/2024;Save the Children Australia;01/01/2025;12/31/2027;Active;US$543.005 ;US$0 ;GPE0000838
Vanuatu;East Asia & Pacific;2020;No;Lower middle income;SCG;US$150.000 ;06/30/2023;Save the Children Australia;06/30/2023;12/31/2023;Closed;US$17.950 ;US$0 ;GPE0000929
Vanuatu;East Asia & Pacific;2020;No;Lower middle income;PDG;US$200.000 ;05/06/2024;Save the Children Australia;05/06/2024;12/31/2024;Closed;US$0 ;US$0 ;GPE0016454
Vanuatu;East Asia & Pacific;2020;No;Lower middle income;SCG;US$1.150.000 ;11/05/2024;Save the Children Australia;10/01/2024;06/30/2027;Active;US$105.494 ;US$0 ;GPE0016524
Viet Nam;East Asia & Pacific;2003;No;Lower middle income;ESPIG;US$84.288.433 ;07/31/2012;WB;01/09/2013;05/31/2016;Closed;US$84.288.433 ;US$84.288.433 ;PIG-VN-009
Viet Nam;East Asia & Pacific;2003;No;Lower middle income;ESPDG;US$225.880 ;01/26/2015;UNESCO;05/01/2015;02/01/2018;Closed;US$225.880 ;US$225.880 ;EPD-VN-035
Viet Nam;East Asia & Pacific;2003;No;Lower middle income;ESPDG;US$463.494 ;11/06/2019;UNESCO;11/08/2019;04/30/2023;Closed;US$463.494 ;US$463.494 ;GPE0000464
Viet Nam;East Asia & Pacific;2003;No;Lower middle income;PDG;US$195.187 ;04/08/2021;WB;04/12/2021;10/31/2022;Closed;US$195.187 ;US$195.187 ;GPE0000631
Viet Nam;East Asia & Pacific;2003;No;Lower middle income;MLT;US$2.600.000 ;11/22/2023;Save the Children Italia;01/01/2024;12/31/2026;Active;US$211.159 ;US$0 ;GPE0014931
Viet Nam;East Asia & Pacific;2003;No;Lower middle income;SCG;US$2.350.000 ;07/25/2025;UNESCO,UNICEF;01/01/2026;12/31/2028;Active;US$0 ;US$0 ;GPE0016597
Armenia;Europe & Central Asia;;No;Upper middle income;ESPDG;US$522.695 ;12/02/2020;UNICEF;01/01/2021;05/31/2024;Closed;US$381.521 ;US$381.521 ;GPE0000608
Kyrgyz Republic;Europe & Central Asia;2006;No;Low income;ESPIG;US$8.990.278 ;11/12/2006;WB;05/22/2007;05/31/2010;Closed;US$8.990.278 ;US$8.990.278 ;CAT000105
Kyrgyz Republic;Europe & Central Asia;2006;No;Low income;ESPIG;US$5.908.730 ;11/12/2008;WB;03/23/2011;12/31/2012;Closed;US$5.908.730 ;US$5.908.730 ;CAT000106
